Time/Date,Tickers,Headlines
01-May-2020 10:00,GOOGL,Analysts weigh in on GOOGL ahead of macro data
2023-09-30T08:10:27, $TSLA ,Traders debate valuation for TSLA into quarter-end
2024-03-27 16:03:27, $TSLA ,Sector rotation lifts TSLA in late trade
2024-12-15T15:43:57,amzn ,"""AMZN sees block trade interest — sources"""
2020-05-01 10:00:00,$LYFT,Funds trim exposure to LYFT after sector read-across
"May 21, 2024 07:40:59", $LYFT ,Funds trim exposure to LYFT after sector read-across
04/25/2024 06:19 AM,aapl ,"AAPL moves on headline cross-asset flows
( wire )"
2023/08/01 08:28:53,$META,Analysts weigh in on META ahead of macro data
2025-02-02 12:20:55,$ META $META,META options implied volatility elevated
2024-05-08 08:02:02, $AMZN ,AMZN active in premarket as volume spikes
05/27/2023 12:07 PM, $ABNB ,ABNB sees block trade interest — sources
2023-03-26T07:06:38, $META ,Analysts weigh in on META ahead of macro data
2024-10-01T06:43:35,$ MSFT $MSFT,Funds trim exposure to MSFT after sector read-across
2023-08-22T08:38:53,$ AMZN $AMZN,AMZN active in premarket as volume spikes
12-Feb-2025 12:30, $LYFT ,LYFT active in premarket as volume spikes
2024/03/06 10:38:20,$ AAPL $AAPL,Sector rotation lifts AAPL in late trade
2023-11-02T12:02:47, $ABNB ,ABNB options implied volatility elevated
"Jul 31, 2023 14:17:17", $MSFT ,MSFT options implied volatility elevated
2023-07-24 14:06:58, $UBER ,UBER active in premarket as volume spikes
2024-08-18 07:06:04,LYFT,Sector rotation lifts LYFT in late trade
2024/09/04 11:44:26,$GOOGL / $ABNB,Sector rotation lifts GOOGL in late trade
2023-08-03 13:39:16, $AAPL ,Sector rotation lifts AAPL in late trade
2023-12-07 14:32:04,MSFT,MSFT active in premarket as volume spikes
09/08/2023 07:25 AM, $ABNB ,ABNB active in premarket as volume spikes
06/26/2024 10:19 AM,$ GOOGL $GOOGL,GOOGL moves on headline cross-asset flows
2024-06-19T12:58:35,$UBER,Analysts weigh in on UBER ahead of macro data
2024-08-27 15:43:11,$ UBER $UBER,UBER options implied volatility elevated
2023/02/21 08:03:55, $ABNB ,ABNB moves on headline cross-asset flows
2020-05-01 10:00:00, $LYFT ,LYFT moves on headline cross-asset flows
2023-07-02T09:56:37, $META ,
2025-02-04 12:48:55,$UBER / $LYFT,UBER sees block trade interest — sources
2024-10-14T16:56:46, $GOOGL ,Analysts weigh in on GOOGL ahead of macro data
2020/05/01 10:00:00,GOOGL,Traders debate valuation for GOOGL into quarter-end
"Feb 23, 2023 10:13:54",AMZN,AMZN active in premarket as volume spikes
10/14/2024 02:52 PM, $CRM ,Sector rotation lifts CRM in late trade
2023-03-22T13:16:30,AAPL,AAPL sees block trade interest — sources
2024-04-04 12:11:36,$AMZN / $AMZN,"""AMZN moves on headline cross-asset flows"""
14-Nov-2023 09:15, $META ,Funds trim exposure to META after sector read-across
"Aug 16, 2023 06:19:16",$AMZN,Analysts weigh in on AMZN ahead of macro data
2023-08-23T14:10:24, $META ,Funds trim exposure to META after sector read-across
"Oct 20, 2024 10:52:20",$AMZN,Analysts weigh in on AMZN ahead of macro data
2024-03-05 12:50:50, $GOOGL ,Analysts weigh in on GOOGL ahead of macro data
2024-05-10T09:13:18,$ AAPL $AAPL,Traders debate valuation for AAPL into quarter-end
2023-07-25 11:28:48, $LYFT ,LYFT sees block trade interest — sources
2024-11-05 08:00:25,$UBER / $GOOGL,  UBER sees block trade interest — sources  
2024-01-23 12:40:08,$UBER / $AAPL,Funds trim exposure to UBER after sector read-across
09-Jun-2023 10:22, $UBER ,"UBER sees block trade interest — sources
( wire )"
2025-02-20 12:16:49, $GOOGL ,Funds trim exposure to GOOGL after sector read-across
07/11/2024 06:56 AM,$ZZTOP,META active in premarket as volume spikes
"Jan 24, 2023 08:28:07",$META / $META,Funds trim exposure to META after sector read-across
05/01/2020 10:00 AM, $AMZN ,AMZN sees block trade interest — sources
03/10/2023 12:12 PM,$ UBER $UBER,  UBER options implied volatility elevated  
2024/06/19 09:57:26,AAPL,AAPL moves on headline cross-asset flows
2020-05-01T10:00:00, $LYFT ,Traders debate valuation for LYFT into quarter-end
2023-08-28 07:20:24,MSFT,  Sector rotation lifts MSFT in late trade  
11-Sep-2024 07:21, $MSFT ,Funds trim exposure to MSFT after sector read-across
2024-11-25 14:09:23,UBER,UBER moves on headline cross-asset flows
2023-02-05 09:09:25,$ MSFT $MSFT,MSFT moves on headline cross-asset flows
2023-08-25 10:53:49,$ AMZN $AMZN,AMZN moves on headline cross-asset flows
10/14/2024 06:56 AM,ABNB,ABNB moves on headline cross-asset flows
2024-10-05 11:54:41,$META / $AMZN,META moves on headline cross-asset flows
2023-11-18T06:56:50,$ UBER $UBER,UBER sees block trade interest — sources
02/26/2023 07:19 AM,amzn ,Traders debate valuation for AMZN into quarter-end
2024-04-17T13:15:33,$AAPL / $MSFT,AAPL active in premarket as volume spikes
2025-03-24 06:57:56, $MSFT ,MSFT sees block trade interest — sources
2023-10-11T10:32:44,$ABNB / $UBER,ABNB active in premarket as volume spikes
2023-03-31T10:06:16, $UBER ,Funds trim exposure to UBER after sector read-across
02-Sep-2024 15:02,$ GOOGL $GOOGL,Analysts weigh in on GOOGL ahead of macro data
2025-02-15T08:49:36,$LYFT / $GOOGL,LYFT sees block trade interest — sources
2024-12-07 15:12:42,$MSFT / $AAPL,Analysts weigh in on MSFT ahead of macro data
26-Sep-2023 16:32, $AMZN ,Analysts weigh in on AMZN ahead of macro data
"Aug 30, 2023 14:27:54",UBER,UBER moves on headline cross-asset flows
08/09/2024 08:03 AM,UBER,UBER moves on headline cross-asset flows
2023-06-26 12:06:06, $GOOGL ,"""GOOGL active in premarket as volume spikes"""
2023/01/30 15:13:29,$ CRM $CRM,Funds trim exposure to CRM after sector read-across
2024-06-22 13:30:52,aapl ,Funds trim exposure to AAPL after sector read-across
2024-04-10 15:19:57,$UBER / $ABNB,Sector rotation lifts UBER in late trade
18-Jul-2023 09:10,$ MSFT $MSFT,MSFT active in premarket as volume spikes
"Jul 23, 2023 16:52:56", $CRM ,CRM moves on headline cross-asset flows
"Dec 03, 2024 08:36:03", $UBER ,Analysts weigh in on UBER ahead of macro data
"Feb 02, 2025 08:57:48", $UBER ,Analysts weigh in on UBER ahead of macro data
"Jan 28, 2023 08:01:47", $MSFT ,Analysts weigh in on MSFT ahead of macro data
2024-01-14 09:37:45,$META / $GOOGL,Analysts weigh in on META ahead of macro data
2023-02-26 13:35:34,$UBER / $CRM,UBER options implied volatility elevated
05/12/2023 02:03 PM,$ AAPL $AAPL,AAPL active in premarket as volume spikes
2023-08-30 16:47:07, $LYFT ,Sector rotation lifts LYFT in late trade
"Oct 30, 2023 06:31:47",$ MSFT $MSFT,MSFT moves on headline cross-asset flows
2024-10-23T13:21:47,$ AAPL $AAPL,AAPL sees block trade interest — sources
12/25/2023 04:25 PM,crm ,Analysts weigh in on CRM ahead of macro data
2025-03-11 10:13:51,$ UBER $UBER,Traders debate valuation for UBER into quarter-end
2023/08/24 13:43:11, $UBER ,  UBER options implied volatility elevated  
"Apr 30, 2023 06:07:58",$ABNB / $META,ABNB sees block trade interest — sources
2024-12-07 12:09:48,$ LYFT $LYFT,LYFT active in premarket as volume spikes
14-Sep-2024 12:36,$LYFT / $CRM,LYFT moves on headline cross-asset flows
30-Jul-2023 14:23,$ZZTOP,Analysts weigh in on MSFT ahead of macro data
2024/11/18 16:43:55, $META ,Traders debate valuation for META into quarter-end
2024-11-04 13:20:56, $MSFT ,Sector rotation lifts MSFT in late trade
2024-01-30 13:18:45, $META ,Analysts weigh in on META ahead of macro data
2024-01-11T07:45:34, $META ,META moves on headline cross-asset flows
08/12/2023 06:38 AM, $AMZN ,Analysts weigh in on AMZN ahead of macro data
2025/01/14 12:41:20,$ZZTOP,META options implied volatility elevated
2024-02-29 16:11:56, $AAPL ,Funds trim exposure to AAPL after sector read-across
2024-06-20T16:02:54, $ABNB ,ABNB options implied volatility elevated
10-Nov-2024 12:27,UBER,Sector rotation lifts UBER in late trade
2024-12-09 16:07:59,$AMZN,Sector rotation lifts AMZN in late trade
2025/02/02 13:32:02,$AAPL / $GOOGL,AAPL active in premarket as volume spikes
05/03/2024 06:09 AM, $TSLA ,Traders debate valuation for TSLA into quarter-end
2024-09-01 11:52:53, $TSLA ,Traders debate valuation for TSLA into quarter-end
2024-06-21T13:42:04,tsla ,Sector rotation lifts TSLA in late trade
2023/02/08 09:47:06,amzn ,"""AMZN active in premarket as volume spikes"""
2024-02-08T11:38:42, $LYFT ,"Analysts weigh in on LYFT ahead of macro data
( wire )"
2024/03/05 13:19:11, $MSFT ,MSFT sees block trade interest — sources
2024/01/01 08:19:28,$ GOOGL $GOOGL,GOOGL sees block trade interest — sources
2023-08-03 08:34:27,$CRM,Traders debate valuation for CRM into quarter-end
2024-07-16 13:54:39, $ABNB ,ABNB options implied volatility elevated
2024-08-29T08:19:06,$LYFT,Funds trim exposure to LYFT after sector read-across
2023-05-01 08:13:36, $AAPL ,AAPL sees block trade interest — sources
2024-11-27T14:44:28, $UBER ,Analysts weigh in on UBER ahead of macro data
02/14/2023 10:17 AM,AMZN,AMZN active in premarket as volume spikes
08/12/2023 12:48 PM,$ CRM $CRM,Funds trim exposure to CRM after sector read-across
2023/07/03 06:31:52, $TSLA ,TSLA active in premarket as volume spikes
"Oct 20, 2023 14:41:43",abnb ,  ABNB active in premarket as volume spikes  
26-Mar-2025 08:46,UBER,
2023/07/29 16:21:49,AAPL,AAPL active in premarket as volume spikes
2024/03/23 09:22:51, $ABNB ,Traders debate valuation for ABNB into quarter-end
16-Nov-2024 15:02, $ABNB ,Sector rotation lifts ABNB in late trade
2023-10-14 15:31:02,MSFT,Traders debate valuation for MSFT into quarter-end
2023-06-20T14:46:02, $CRM ,CRM sees block trade interest — sources
2024-08-05T10:24:48,$TSLA,TSLA active in premarket as volume spikes
03/27/2025 06:18 AM,$ABNB / $ABNB,ABNB active in premarket as volume spikes
2023-03-03 06:12:33,$ MSFT $MSFT,MSFT active in premarket as volume spikes
29-May-2023 06:42, $META ,META sees block trade interest — sources
2023-10-04 07:44:45, $AAPL ,Traders debate valuation for AAPL into quarter-end
2024/05/04 11:06:23,$ ABNB $ABNB,Analysts weigh in on ABNB ahead of macro data
2025-01-24 16:51:18,amzn ,AMZN options implied volatility elevated
2025-01-29 10:56:00,AAPL,AAPL options implied volatility elevated
2024/06/16 12:13:48, $AMZN ,Traders debate valuation for AMZN into quarter-end
2023/02/15 06:07:18,abnb ,ABNB sees block trade interest — sources
2024-04-06 07:14:54,MSFT,Sector rotation lifts MSFT in late trade
2023-08-11T06:40:29,$ZZTOP,AMZN sees block trade interest — sources
2023-10-22 06:30:15,META,META active in premarket as volume spikes
2024-12-02T13:42:01,abnb ,ABNB moves on headline cross-asset flows
02/10/2023 06:59 AM,$ ABNB $ABNB,ABNB options implied volatility elevated
2024-10-27 11:10:27, $LYFT ,LYFT sees block trade interest — sources
"Apr 05, 2024 06:53:17",$ABNB / $AAPL,Sector rotation lifts ABNB in late trade
2024-03-16 10:57:54,$ZZTOP,UBER moves on headline cross-asset flows
05/01/2020 10:00 AM, $AAPL ,Sector rotation lifts AAPL in late trade
2024-06-24 13:15:10, $AMZN ,AMZN active in premarket as volume spikes
2024-04-16 12:57:51,UBER,"""Sector rotation lifts UBER in late trade"""
07/13/2023 02:28 PM, $CRM ,CRM active in premarket as volume spikes
2023-10-30 12:05:05, $AMZN ,Sector rotation lifts AMZN in late trade
2024-11-03 10:48:45, $META ,META moves on headline cross-asset flows
2023/11/29 08:36:04, $TSLA ,Funds trim exposure to TSLA after sector read-across
2024/01/09 10:54:12, $META ,META sees block trade interest — sources
2023-08-16 16:30:13, $ABNB ,ABNB sees block trade interest — sources
2024/04/13 14:59:45,CRM,"""CRM active in premarket as volume spikes"""
2023/04/19 14:46:04, $MSFT ,  Sector rotation lifts MSFT in late trade  
2023-08-07T15:40:55, $LYFT ,Funds trim exposure to LYFT after sector read-across
02/23/2023 10:48 AM, $CRM ,  Traders debate valuation for CRM into quarter-end  
2023/06/22 07:45:21, $AMZN ,Analysts weigh in on AMZN ahead of macro data
2024-07-26T14:12:10,TSLA,Sector rotation lifts TSLA in late trade
2023-02-14 14:19:06, $MSFT ,MSFT options implied volatility elevated
2023-01-20 11:02:33,$ META $META,META moves on headline cross-asset flows
2020-05-01 10:00:00,$META / $GOOGL,Sector rotation lifts META in late trade
2023-01-05 06:28:51, $META ,Analysts weigh in on META ahead of macro data
2024-08-01 06:20:46, $TSLA ,"""Funds trim exposure to TSLA after sector read-across"""
2023/07/13 11:32:54,$AMZN,Sector rotation lifts AMZN in late trade
24-May-2024 12:18,$ AAPL $AAPL,AAPL active in premarket as volume spikes
11-Jul-2024 15:46, $META ,Funds trim exposure to META after sector read-across
2023-09-08T14:46:59,$ LYFT $LYFT,LYFT moves on headline cross-asset flows
05-Nov-2024 06:14,$ TSLA $TSLA,TSLA sees block trade interest — sources
2023/05/15 13:46:42, $UBER ,Traders debate valuation for UBER into quarter-end
05/01/2020 10:00 AM,meta ,Analysts weigh in on META ahead of macro data
2024-09-02 16:33:00,$CRM,CRM sees block trade interest — sources
2023/02/11 10:11:13, $LYFT ,LYFT options implied volatility elevated
2023-10-19 08:19:15,AAPL,Sector rotation lifts AAPL in late trade
2023-01-17 06:07:07, $GOOGL ,Sector rotation lifts GOOGL in late trade
"May 11, 2023 06:26:34",$TSLA,TSLA moves on headline cross-asset flows
2023-06-21 07:09:35, $LYFT ,LYFT active in premarket as volume spikes
2023-05-23T06:53:08,$LYFT / $LYFT,LYFT sees block trade interest — sources
01/24/2024 07:34 AM,uber ,Funds trim exposure to UBER after sector read-across
22-Aug-2024 09:52,$ AMZN $AMZN,Funds trim exposure to AMZN after sector read-across
2023-01-15 16:35:05, $CRM ,CRM moves on headline cross-asset flows
09-Oct-2023 08:17,$ZZTOP,Traders debate valuation for UBER into quarter-end
2023/01/06 11:11:17, $META ,Sector rotation lifts META in late trade
2023-11-01 16:02:22, $ABNB ,ABNB sees block trade interest — sources
2024-12-13 10:18:57,$AMZN / $UBER,Sector rotation lifts AMZN in late trade
2024/10/08 11:30:08, $AMZN ,Sector rotation lifts AMZN in late trade
2023/02/18 13:30:08, $TSLA ,Traders debate valuation for TSLA into quarter-end
2023-11-09 11:27:36,$META,Sector rotation lifts META in late trade
18-Jan-2025 07:24,ABNB,ABNB sees block trade interest — sources
"Mar 02, 2025 16:01:14",$ AMZN $AMZN,Analysts weigh in on AMZN ahead of macro data
2023/06/06 09:14:52, $AMZN ,AMZN options implied volatility elevated
2023-10-24T06:14:35,$ GOOGL $GOOGL,"""GOOGL active in premarket as volume spikes"""
01/08/2025 02:31 PM,googl ,GOOGL moves on headline cross-asset flows
2023/05/25 06:39:34, $LYFT ,LYFT moves on headline cross-asset flows
2023-01-07T08:21:08, $GOOGL ,GOOGL active in premarket as volume spikes
02-Feb-2024 07:36,$ MSFT $MSFT,MSFT sees block trade interest — sources
2024/09/21 13:07:45, $LYFT ,LYFT options implied volatility elevated
2024/03/24 11:09:26, $AAPL ,
03/14/2023 01:13 PM, $MSFT ,  MSFT sees block trade interest — sources  
2023-07-04 13:41:01, $ABNB ,ABNB options implied volatility elevated
2024-04-10 16:07:35, $LYFT ,LYFT active in premarket as volume spikes
07-Sep-2024 10:58,$ ABNB $ABNB,ABNB options implied volatility elevated
2024-11-07 15:34:18,AAPL,AAPL options implied volatility elevated
2023-04-04 16:58:55,MSFT,MSFT options implied volatility elevated
2023-07-15 10:31:15,$MSFT / $AMZN,MSFT sees block trade interest — sources
02/26/2025 11:36 AM,AMZN,Sector rotation lifts AMZN in late trade
2023-10-17 07:14:21, $GOOGL ,GOOGL active in premarket as volume spikes
2024/01/14 12:51:15,$ CRM $CRM,
2020-05-01 10:00:00,$ UBER $UBER,Traders debate valuation for UBER into quarter-end
2020-05-01 10:00:00, $MSFT ,Traders debate valuation for MSFT into quarter-end
2024-04-16 15:07:30,$ MSFT $MSFT,Sector rotation lifts MSFT in late trade
"Sep 12, 2024 07:04:20",$ MSFT $MSFT,MSFT active in premarket as volume spikes
2023/01/03 06:38:00, $AAPL ,AAPL options implied volatility elevated
2025-02-27 07:52:08,$CRM / $MSFT,CRM moves on headline cross-asset flows
2023/11/12 12:01:53,$UBER,  UBER options implied volatility elevated  
2024-06-11T16:57:03,UBER,
2024-06-28 10:41:05, $AAPL ,Funds trim exposure to AAPL after sector read-across
2023-09-18T13:26:46,meta ,META active in premarket as volume spikes
2024/10/23 11:59:24, $ABNB ,Traders debate valuation for ABNB into quarter-end
2023/08/17 15:40:04,$AAPL,Funds trim exposure to AAPL after sector read-across
2024-04-25 10:41:33, $AAPL ,Analysts weigh in on AAPL ahead of macro data
2024-04-18 11:52:41, $TSLA ,TSLA active in premarket as volume spikes
2024-04-26T07:00:19, $TSLA ,Sector rotation lifts TSLA in late trade
2024-02-04 12:07:52,$ META $META,META sees block trade interest — sources
2024-02-14 06:02:59,$ UBER $UBER,Traders debate valuation for UBER into quarter-end
2024-04-13 12:49:01, $GOOGL ,Analysts weigh in on GOOGL ahead of macro data
"Aug 09, 2024 07:06:51",$ZZTOP,AMZN sees block trade interest — sources
"Aug 06, 2024 11:01:54",$ MSFT $MSFT,Traders debate valuation for MSFT into quarter-end
11-Nov-2024 11:00,$MSFT,
29-Jul-2024 14:05,$META,Funds trim exposure to META after sector read-across
2024-09-13T15:29:16, $LYFT ,LYFT moves on headline cross-asset flows
"Mar 14, 2024 13:29:27",$ ABNB $ABNB,Funds trim exposure to ABNB after sector read-across
27-Mar-2025 13:21, $ABNB ,ABNB options implied volatility elevated
2024-04-23 13:38:14, $MSFT ,MSFT active in premarket as volume spikes
2024/09/10 13:39:40, $ABNB ,Traders debate valuation for ABNB into quarter-end
2024-05-03 07:47:55,$AMZN,Funds trim exposure to AMZN after sector read-across
2020-05-01 10:00:00, $UBER ,Sector rotation lifts UBER in late trade
2023-08-21 07:18:00, $MSFT ,MSFT options implied volatility elevated
2023-12-10 06:44:41, $AMZN ,Traders debate valuation for AMZN into quarter-end
2023-06-08T11:19:45,$LYFT / $CRM,LYFT active in premarket as volume spikes
2024-02-13 12:45:21,$ META $META,Analysts weigh in on META ahead of macro data
2023-06-04 10:20:55, $UBER ,Sector rotation lifts UBER in late trade
